id:ID,:Title,description,rule_id
Potential MOVEit Transfer CVE-2023-34362 Exploitation - File Activity,,Detects file indicators of potential exploitation of MOVEit CVE-2023-34362.,c3b2a774-3152-4989-83c1-7afc48fd1599
Potential MSTSC Shadowing Activity,,Detects RDP session hijacking by using MSTSC shadowing,6ba5a05f-b095-4f0a-8654-b825f4f16334
Potential Malicious AppX Package Installation Attempts,,Detects potential installation or installation attempts of known malicious appx packages,09d3b48b-be17-47f5-bf4e-94e7e75d09ce
Potential Malicious Usage of CloudTrail System Manager,,"Detect when System Manager successfully executes commands against an instance.
",38e7f511-3f74-41d4-836e-f57dfa18eead
Potential Manage-bde.wsf Abuse To Proxy Execution,,"Detects potential abuse of the ""manage-bde.wsf"" script as a LOLBIN to proxy execution",c363385c-f75d-4753-a108-c1a8e28bdbda
Potential Maze Ransomware Activity,,Detects specific process characteristics of Maze ransomware word document droppers,29fd07fc-9cfd-4331-b7fd-cc18dfa21052
Potential Memory Dumping Activity Via LiveKD,,Detects execution of LiveKD based on PE metadata or image name,a85f7765-698a-4088-afa0-ecfbf8d01fa4
Potential Meterpreter/CobaltStrike Activity,,Detects the use of getsystem Meterpreter/Cobalt Strike command by detecting a specific service starting,15619216-e993-4721-b590-4c520615a67d
Potential Mfdetours.DLL Sideloading,,"Detects potential DLL sideloading of ""mfdetours.dll"". While using ""mftrace.exe"" it can be abused to attach to an arbitrary process and force load any DLL named ""mfdetours.dll"" from the current directory of execution.",d2605a99-2218-4894-8fd3-2afb7946514d
Potential Mftrace.EXE Abuse,,"Detects child processes of the ""Trace log generation tool for Media Foundation Tools"" (Mftrace.exe) which can abused to execute arbitrary binaries.",3d48c9d3-1aa6-418d-98d3-8fd3c01a564e
Potential Mpclient.DLL Sideloading,,"Detects potential sideloading of ""mpclient.dll"" by Windows Defender processes (""MpCmdRun"" and ""NisSrv"") from their non-default directory.",418dc89a-9808-4b87-b1d7-e5ae0cb6effc
Potential Mpclient.DLL Sideloading Via Defender Binaries,,"Detects potential sideloading of ""mpclient.dll"" by Windows Defender processes (""MpCmdRun"" and ""NisSrv"") from their non-default directory.",7002aa10-b8d4-47ae-b5ba-51ab07e228b9
Potential Mpclient.DLL Sideloading Via OfflineScannerShell.EXE Execution,,"Detects execution of Windows Defender ""OfflineScannerShell.exe"" from its non standard directory.
The ""OfflineScannerShell.exe"" binary is vulnerable to DLL side loading and will load any DLL named ""mpclient.dll"" from the current working directory.
",02b18447-ea83-4b1b-8805-714a8a34546a
Potential MsiExec Masquerading,,Detects the execution of msiexec.exe from an uncommon directory,e22a6eb2-f8a5-44b5-8b44-a2dbd47b1144
Potential MuddyWater APT Activity,,Detects potential Muddywater APT activity,36222790-0d43-4fe8-86e4-674b27809543
Potential NTLM Coercion Via Certutil.EXE,,Detects possible NTLM coercion via certutil using the 'syncwithWU' flag,6c6d9280-e6d0-4b9d-80ac-254701b64916
Potential NetWire RAT Activity - Registry,,Detects registry keys related to NetWire RAT,1d218616-71b0-4c40-855b-9dbe75510f7f
Potential Netcat Reverse Shell Execution,,"Detects execution of netcat with the ""-e"" flag followed by common shells. This could be a sign of a potential reverse shell setup.",7f734ed0-4f47-46c0-837f-6ee62505abd9
Potential Network Sniffing Activity Using Network Tools,,"Detects potential network sniffing via use of network tools such as ""tshark"", ""windump"".
Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection.
An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.
",ba1f7802-adc7-48b4-9ecb-81e227fddfd5
Potential Notepad++ CVE-2025-49144 Exploitation,,"Detects potential exploitation of CVE-2025-49144, a local privilege escalation vulnerability in Notepad++ installers (v8.8.1 and prior) where the installer calls regsvr32.exe without specifying the full path.
This allows an attacker to execute arbitrary code with elevated privileges by placing a malicious regsvr32.exe alongside this Legitimate Notepad++ installer.
The vulnerability is triggered when the installer attempts to register the NppShell.dll file, which is a component of Notepad++.
",933f0bb5-0681-4fe7-8a17-4e6cccbaac44
Potential OGNL Injection Exploitation In JVM Based Application,,"Detects potential OGNL Injection exploitation, which may lead to RCE.
OGNL is an expression language that is supported in many JVM based systems.
OGNL Injection is the reason for some high profile RCE's such as Apache Struts (CVE-2017-5638) and Confluence (CVE-2022-26134)
",4d0af518-828e-4a04-a751-a7d03f3046ad
Potential OWASSRF Exploitation Attempt - Proxy,,Detects exploitation attempt of the OWASSRF variant targeting exchange servers It uses the OWA endpoint to access the powershell backend endpoint,1ddf4596-1908-43c9-add2-1d2c2fcc4797
Potential OWASSRF Exploitation Attempt - Webserver,,Detects exploitation attempt of the OWASSRF variant targeting exchange servers It uses the OWA endpoint to access the powershell backend endpoint,181f49fa-0b21-4665-a98c-a57025ebb8c7
Potential Obfuscated Ordinal Call Via Rundll32,,"Detects execution of ""rundll32"" with potential obfuscated ordinal calls",43fa5350-db63-4b8f-9a01-789a427074e1
Potential Okta Password in AlternateID Field,,"Detects when a user has potentially entered their password into the
username field, which will cause the password to be retained in log files.
",91b76b84-8589-47aa-9605-c837583b82a9
Potential Operation Triangulation C2 Beaconing Activity - DNS,,Detects potential beaconing activity to domains used in 0day attacks on iOS devices and revealed by Kaspersky and the FSB,7fc30d63-728d-48d9-ad6f-14d14f4accf7
Potential Operation Triangulation C2 Beaconing Activity - Proxy,,Detects potential beaconing activity to domains used in 0day attacks on iOS devices and revealed by Kaspersky and the FSB,aa03c712-75c6-438b-8d42-de88f2427e09
Potential PHP Reverse Shell,,"Detects usage of the PHP CLI with the ""-r"" flag which allows it to run inline PHP code. The rule looks for calls to the ""fsockopen"" function which allows the creation of sockets.
Attackers often leverage this in combination with functions such as ""exec"" or ""fopen"" to initiate a reverse shell connection.
",c6714a24-d7d5-4283-a36b-3ffd091d5f7e
Potential POWERTRASH Script Execution,,Detects potential execution of the PowerShell script POWERTRASH,4e19528a-f081-40dd-be09-90c39352bd64
Potential PSFactoryBuffer COM Hijacking,,Detects changes to the PSFactory COM InProcServer32 registry. This technique was used by RomCom to create persistence storing a malicious DLL.,243380fa-11eb-4141-af92-e14925e77c1b
Potential Packet Capture Activity Via Start-NetEventSession - ScriptBlock,,"Detects the execution of powershell scripts with calls to the ""Start-NetEventSession"" cmdlet. Which allows an attacker to start event and packet capture for a network event session.
Adversaries may attempt to capture network to gather information over the course of an operation.
Data captured via this technique may include user credentials, especially those sent over an insecure, unencrypted protocol.
",da34e323-1e65-42db-83be-a6725ac2caa3
Potential Password Spraying Attempt Using Dsacls.EXE,,Detects possible password spraying attempts using Dsacls,bac9fb54-2da7-44e9-988f-11e9a5edbc0c
Potential Peach Sandstorm APT C2 Communication Activity,,Detects potential C2 communication activity related to Peach Sandstorm APT,b8225208-81d0-4715-a822-12bcdd583e0f
Potential PendingFileRenameOperations Tampering,,"Detect changes to the ""PendingFileRenameOperations"" registry key from uncommon or suspicious images locations to stage currently used files for rename or deletion after reboot.
",4eec988f-7bf0-49f1-8675-1e6a510b3a2a
Potential Perl Reverse Shell Execution,,"Detects execution of the perl binary with the ""-e"" flag and common strings related to potential reverse shell activity",259df6bc-003f-4306-9f54-4ff1a08fa38e
Potential Persistence Attempt Via ErrorHandler.Cmd,,"Detects creation of a file named ""ErrorHandler.cmd"" in the ""C:\WINDOWS\Setup\Scripts\"" directory which could be used as a method of persistence
The content of C:\WINDOWS\Setup\Scripts\ErrorHandler.cmd is read whenever some tools under C:\WINDOWS\System32\oobe\ (e.g. Setup.exe) fail to run for any reason.
",15904280-565c-4b73-9303-3291f964e7f9
Potential Persistence Attempt Via Existing Service Tampering,,Detects the modification of an existing service in order to execute an arbitrary payload when the service is started or killed as a potential method for persistence.,38879043-7e1e-47a9-8d46-6bec88e201df
Potential Persistence Attempt Via Run Keys Using Reg.EXE,,Detects suspicious command line reg.exe tool adding key to RUN key in Registry,de587dce-915e-4218-aac4-835ca6af6f70
Potential Persistence Using DebugPath,,Detects potential persistence using Appx DebugPath,df4dc653-1029-47ba-8231-3c44238cc0ae
Potential Persistence Via App Paths Default Property,,"Detects changes to the ""Default"" property for keys located in the \Software\Microsoft\Windows\CurrentVersion\App Paths\ registry. Which might be used as a method of persistence
The entries found under App Paths are used primarily for the following purposes.
First, to map an application's executable file name to that file's fully qualified path.
Second, to prepend information to the PATH environment variable on a per-application, per-process basis.
",707e097c-e20f-4f67-8807-1f72ff4500d6
Potential Persistence Via AppCompat RegisterAppRestart Layer,,"Detects the setting of the REGISTERAPPRESTART compatibility layer on an application.
This compatibility layer allows an application to register for restart using the ""RegisterApplicationRestart"" API.
This can be potentially abused as a persistence mechanism.
",b86852fb-4c77-48f9-8519-eb1b2c308b59
Potential Persistence Via AutodialDLL,,"Detects change the the ""AutodialDLL"" key which could be used as a persistence method to load custom DLL via the ""ws2_32"" library",e6fe26ee-d063-4f5b-b007-39e90aaf50e3
Potential Persistence Via CHM Helper DLL,,"Detects when an attacker modifies the registry key ""HtmlHelp Author"" to achieve persistence",976dd1f2-a484-45ec-aa1d-0e87e882262b
Potential Persistence Via Custom Protocol Handler,,Detects potential persistence activity via the registering of a new custom protocole handlers. While legitimate applications register protocole handlers often times during installation. And attacker can abuse this by setting a custom handler to be used as a persistence mechanism.,fdbf0b9d-0182-4c43-893b-a1eaab92d085
Potential Persistence Via DLLPathOverride,,"Detects when an attacker adds a new ""DLLPathOverride"" value to the ""Natural Language"" key in order to achieve persistence which will get invoked by ""SearchIndexer.exe"" process",a1b1fd53-9c4a-444c-bae0-34a330fc7aa8
Potential Persistence Via Disk Cleanup Handler - Registry,,"Detects when an attacker modifies values of the Disk Cleanup Handler in the registry to achieve persistence.
The disk cleanup manager is part of the operating system. It displays the dialog box […]
The user has the option of enabling or disabling individual handlers by selecting or clearing their check box in the disk cleanup manager's UI.
Although Windows comes with a number of disk cleanup handlers, they aren't designed to handle files produced by other applications.
Instead, the disk cleanup manager is designed to be flexible and extensible by enabling any developer to implement and register their own disk cleanup handler.
Any developer can extend the available disk cleanup services by implementing and registering a disk cleanup handler.
",d4f4e0be-cf12-439f-9e25-4e2cdcf7df5a
Potential Persistence Via Event Viewer Events.asp,,"Detects potential registry persistence technique using the Event Viewer ""Events.asp"" technique",a1e11042-a74a-46e6-b07c-c4ce8ecc239b
Potential Persistence Via Excel Add-in - Registry,,Detect potential persistence via the creation of an excel add-in (XLL) file to make it run automatically when Excel is started.,961e33d1-4f86-4fcf-80ab-930a708b2f82
Potential Persistence Via GlobalFlags,,Detects registry persistence technique using the GlobalFlags and SilentProcessExit keys,36803969-5421-41ec-b92f-8500f79c23b0
Potential Persistence Via LSA Extensions,,"Detects when an attacker modifies the ""REG_MULTI_SZ"" value named ""Extensions"" to include a custom DLL to achieve persistence via lsass.
The ""Extensions"" list contains filenames of DLLs being automatically loaded by lsass.exe. Each DLL has its InitializeLsaExtension() method called after loading.
",41f6531d-af6e-4c6e-918f-b946f2b85a36
Potential Persistence Via Logon Scripts - CommandLine,,"Detects the addition of a new LogonScript to the registry value ""UserInitMprLogonScript"" for potential persistence",21d856f9-9281-4ded-9377-51a1a6e2a432
Potential Persistence Via Logon Scripts - Registry,,"Detects creation of ""UserInitMprLogonScript"" registry value which can be used as a persistence method by malicious actors",9ace0707-b560-49b8-b6ca-5148b42f39fb
Potential Persistence Via Microsoft Compatibility Appraiser,,"Detects manual execution of the ""Microsoft Compatibility Appraiser"" task via schtasks.
In order to trigger persistence stored in the ""\AppCompatFlags\TelemetryController"" registry key.
",f548a603-c9f2-4c89-b511-b089f7e94549
Potential Persistence Via Microsoft Office Add-In,,Detects potential persistence activity via startup add-ins that load when Microsoft Office starts (.wll/.xll are simply .dll fit for Word or Excel).,8e1cb247-6cf6-42fa-b440-3f27d57e9936
Potential Persistence Via Microsoft Office Startup Folder,,Detects creation of Microsoft Office files inside of one of the default startup folders in order to achieve persistence.,0e20c89d-2264-44ae-8238-aeeaba609ece
Potential Persistence Via Mpnotify,,Detects when an attacker register a new SIP provider for persistence and defense evasion,92772523-d9c1-4c93-9547-b0ca500baba3
Potential Persistence Via MyComputer Registry Keys,,"Detects modification to the ""Default"" value of the ""MyComputer"" key and subkeys to point to a custom binary that will be launched whenever the associated action is executed (see reference section for example)",8fbe98a8-8f9d-44f8-aa71-8c572e29ef06
Potential Persistence Via Netsh Helper DLL,,"Detects the execution of netsh with ""add helper"" flag in order to add a custom helper DLL. This technique can be abused to add a malicious helper DLL that can be used as a persistence proxy that gets called when netsh.exe is executed.
",56321594-9087-49d9-bf10-524fe8479452
Potential Persistence Via Netsh Helper DLL - Registry,,"Detects changes to the Netsh registry key to add a new DLL value. This change might be an indication of a potential persistence attempt by adding a malicious Netsh helper
",c90362e0-2df3-4e61-94fe-b37615814cb1
Potential Persistence Via New AMSI Providers - Registry,,Detects when an attacker registers a new AMSI provider in order to achieve persistence,33efc23c-6ea2-4503-8cfe-bdf82ce8f705
Potential Persistence Via Notepad++ Plugins,,"Detects creation of new "".dll"" files inside the plugins directory of a notepad++ installation by a process other than ""gup.exe"". Which could indicates possible persistence",54127bd4-f541-4ac3-afdb-ea073f63f692
Potential Persistence Via Outlook Form,,Detects the creation of a new Outlook form which can contain malicious code,c3edc6a5-d9d4-48d8-930e-aab518390917
Potential Persistence Via Outlook Home Page,,"Detects potential persistence activity via outlook home page.
An attacker can set a home page to achieve code execution and persistence by editing the WebView registry keys.
",ddd171b5-2cc6-4975-9e78-f0eccd08cc76
Potential Persistence Via Outlook LoadMacroProviderOnBoot Setting,,"Detects the modification of Outlook setting ""LoadMacroProviderOnBoot"" which if enabled allows the automatic loading of any configured VBA project/module",396ae3eb-4174-4b9b-880e-dc0364d78a19
Potential Persistence Via Outlook Today Page,,"Detects potential persistence activity via outlook today page.
An attacker can set a custom page to execute arbitrary code and link to it via the registry values ""URL"" and ""UserDefinedUrl"".
",487bb375-12ef-41f6-baae-c6a1572b4dd1
Potential Persistence Via PlistBuddy,,Detects potential persistence activity using LaunchAgents or LaunchDaemons via the PlistBuddy utility,65d506d3-fcfe-4071-b4b2-bcefe721bbbb
Potential Persistence Via PowerShell User Profile Using Add-Content,,"Detects calls to ""Add-Content"" cmdlet in order to modify the content of the user profile and potentially adding suspicious commands for persistence",05b3e303-faf0-4f4a-9b30-46cc13e69152
Potential Persistence Via Powershell Search Order Hijacking - Task,,"Detects suspicious powershell execution via a schedule task where the command ends with an suspicious flags to hide the powershell instance instead of executeing scripts or commands. This could be a sign of persistence via PowerShell ""Get-Variable"" technique as seen being used in Colibri Loader",b66474aa-bd92-4333-a16c-298155b120df
Potential Persistence Via Scrobj.dll COM Hijacking,,Detect use of scrobj.dll as this DLL looks for the ScriptletURL key to get the location of the script to execute,fe20dda1-6f37-4379-bbe0-a98d400cae90
Potential Persistence Via Security Descriptors - ScriptBlock,,Detects usage of certain functions and keywords that are used to manipulate security descriptors in order to potentially set a backdoor. As seen used in the DAMP project.,2f77047c-e6e9-4c11-b088-a3de399524cd
Potential Persistence Via Shim Database In Uncommon Location,,Detects the installation of a new shim database where the file is located in a non-default location,6b6976a3-b0e6-4723-ac24-ae38a737af41
Potential Persistence Via Shim Database Modification,,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims.
The Microsoft Windows Application Compatibility Infrastructure/Framework (Application Shim) was created to allow for backward compatibility of software as the operating system codebase changes over time
",dfb5b4e8-91d0-4291-b40a-e3b0d3942c45
Potential Persistence Via TypedPaths,,Detects modification addition to the 'TypedPaths' key in the user or admin registry from a non standard application. Which might indicate persistence attempt,086ae989-9ca6-4fe7-895a-759c5544f247
Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script,,"Detects execution of the ""VMwareToolBoxCmd.exe"" with the ""script"" and ""set"" flag to setup a specific script to run for a specific VM state",7aa4e81a-a65c-4e10-9f81-b200eb229d7d
Potential Persistence Via Visual Studio Tools for Office,,Detects persistence via Visual Studio Tools for Office (VSTO) add-ins in Office applications.,9d15044a-7cfe-4d23-8085-6ebc11df7685
Potential PetitPotam Attack Via EFS RPC Calls,,"Detects usage of the windows RPC library Encrypting File System Remote Protocol (MS-EFSRPC). Variations of this RPC are used within the attack refereed to as PetitPotam.
The usage of this RPC function should be rare if ever used at all.
Thus usage of this function is uncommon enough that any usage of this RPC function should warrant further investigation to determine if it is legitimate.
 View surrounding logs (within a few minutes before and after) from the Source IP to. Logs from from the Source IP would include dce_rpc, smb_mapping, smb_files, rdp, ntlm, kerberos, etc..'
",4096842a-8f9f-4d36-92b4-d0b2a62f9b2a
Potential Pikabot C2 Activity,,"Detects the execution of rundll32 that leads to an external network connection.
The malware Pikabot has been seen to use this technique to initiate C2-communication through hard-coded Windows binaries.
",cae6cee6-0244-44d2-84ed-e65f548eb7dc
Potential Pikabot Discovery Activity,,"Detects system discovery activity carried out by Pikabot, such as incl. network, user info and domain groups.
The malware Pikabot has been seen to use this technique as part of its C2-botnet registration with a short collection time frame (less than 1 minute).
",698d4431-514f-4c82-af4d-cf573872a9f5
Potential Pikabot Hollowing Activity,,"Detects the execution of rundll32 that leads to the invocation of legitimate Windows binaries.
The malware Pikabot has been seen to use this technique for process hollowing through hard-coded Windows binaries
",d8937fe7-42d5-4b4d-8178-e089c908f63f
Potential Pikabot Infection - Suspicious Command Combinations Via Cmd.EXE,,"Detects the execution of concatenated commands via ""cmd.exe"". Pikabot often executes a combination of multiple commands via the command handler ""cmd /c"" in order to download and execute additional payloads.
Commands such as ""curl"", ""wget"" in order to download extra payloads. ""ping"" and ""timeout"" are abused to introduce delays in the command execution and ""Rundll32"" is also used to execute malicious DLL files.
In the observed Pikabot infections, a combination of the commands described above are used to orchestrate the download and execution of malicious DLL files.
",e5144106-8198-4f6e-bfc2-0a551cc8dd94
Potential PlugX Activity,,Detects the execution of an executable that is typically used by PlugX for DLL side loading starting from an uncommon location,aeab5ec5-be14-471a-80e8-e344418305c2
Potential PowerShell Command Line Obfuscation,,Detects the PowerShell command lines with special characters,d7bcd677-645d-4691-a8d4-7a5602b780d1
Potential PowerShell Downgrade Attack,,Detects PowerShell downgrade attack by comparing the host versions with the actually used engine version 2.0,b3512211-c67e-4707-bedc-66efc7848863
Potential PowerShell Execution Policy Tampering,,Detects changes to the PowerShell execution policy in order to bypass signing requirements for script execution,fad91067-08c5-4d1a-8d8c-d96a21b37814
Potential PowerShell Execution Policy Tampering - ProcCreation,,Detects changes to the PowerShell execution policy registry key in order to bypass signing requirements for script execution from the CommandLine,cf2e938e-9a3e-4fe8-a347-411642b28a9f
Potential PowerShell Execution Via DLL,,"Detects potential PowerShell execution from a DLL instead of the usual PowerShell process as seen used in PowerShdll.
This detection assumes that PowerShell commands are passed via the CommandLine.
",6812a10b-60ea-420c-832f-dfcc33b646ba
Potential PowerShell Obfuscation Via Reversed Commands,,Detects the presence of reversed PowerShell commands in the CommandLine. This is often used as a method of obfuscation by attackers,b6b49cd1-34d6-4ead-b1bf-176e9edba9a4
Potential PowerShell Obfuscation Via WCHAR/CHAR,,Detects suspicious encoded character syntax often used for defense evasion,e312efd0-35a1-407f-8439-b8d434b438a6
Potential Powershell ReverseShell Connection,,"Detects usage of the ""TcpClient"" class. Which can be abused to establish remote connections and reverse-shells. As seen used by the Nishang ""Invoke-PowerShellTcpOneLine"" reverse shell and other.",edc2f8ae-2412-4dfd-b9d5-0c57727e70be
Potential PrintNightmare Exploitation Attempt,,Detect DLL deletions from Spooler Service driver folder. This might be a potential exploitation attempt of CVE-2021-1675,5b2bbc47-dead-4ef7-8908-0cf73fcbecbf
Potential Privilege Escalation Attempt Via .Exe.Local Technique,,"Detects potential privilege escalation attempt via the creation of the ""*.Exe.Local"" folder inside the ""System32"" directory in order to sideload ""comctl32.dll""",07a99744-56ac-40d2-97b7-2095967b0e03
Potential Privilege Escalation To LOCAL SYSTEM,,Detects unknown program using commandline flags usually used by tools such as PsExec and PAExec to start programs with SYSTEM Privileges,207b0396-3689-42d9-8399-4222658efc99
Potential Privilege Escalation Using Symlink Between Osk and Cmd,,"Detects the creation of a symbolic link between ""cmd.exe"" and the accessibility on-screen keyboard binary (osk.exe) using ""mklink"". This technique provides an elevated command prompt to the user from the login screen without the need to log in.",e9b61244-893f-427c-b287-3e708f321c6b
Potential Privilege Escalation via Local Kerberos Relay over LDAP,,"Detects a suspicious local successful logon event where the Logon Package is Kerberos, the remote address is set to localhost, and the target user SID is the built-in local Administrator account.
This may indicate an attempt to leverage a Kerberos relay attack variant that can be used to elevate privilege locally from a domain joined limited user to local System privileges.
",749c9f5e-b353-4b90-a9c1-05243357ca4b
Potential Privilege Escalation via Service Permissions Weakness,,"Detect modification of services configuration (ImagePath, FailureCommand and ServiceDLL) in registry by processes with Medium integrity level",0f9c21f1-6a73-4b0e-9809-cb562cb8d981
Potential Privileged System Service Operation - SeLoadDriverPrivilege,,"Detects the usage of the 'SeLoadDriverPrivilege' privilege. This privilege is required to load or unload a device driver.
With this privilege, the user can dynamically load and unload device drivers or other code in to kernel mode.
This user right does not apply to Plug and Play device drivers.
If you exclude privileged users/admins and processes, which are allowed to do so, you are maybe left with bad programs trying to load malicious kernel drivers.
This will detect Ghost-In-The-Logs (https://github.com/bats3c/Ghost-In-The-Logs) and the usage of Sysinternals and various other tools. So you have to work with a whitelist to find the bad stuff.
",f63508a0-c809-4435-b3be-ed819394d612
Potential Process Execution Proxy Via CL_Invocation.ps1,,"Detects calls to ""SyncInvoke"" that is part of the ""CL_Invocation.ps1"" script to proxy execution using ""System.Diagnostics.Process""",a0459f02-ac51-4c09-b511-b8c9203fc429
Potential Process Hollowing Activity,,"Detects when a memory process image does not match the disk image, indicative of process hollowing.",c4b890e5-8d8c-4496-8c66-c805753817cd
Potential Process Injection Via Msra.EXE,,Detects potential process injection via Microsoft Remote Asssistance (Msra.exe) by looking at suspicious child processes spawned from the aforementioned process. It has been a target used by many threat actors and used for discovery and persistence tactics,744a188b-0415-4792-896f-11ddb0588dbc
Potential Product Class Reconnaissance Via Wmic.EXE,,"Detects the execution of WMIC in order to get a list of firewall, antivirus and antispywware products.
Adversaries often enumerate security products installed on a system to identify security controls and potential ways to evade detection or disable protection mechanisms.
This information helps them plan their next attack steps and choose appropriate techniques to bypass security measures.
",e568650b-5dcd-4658-8f34-ded0b1e13992
Potential Product Reconnaissance Via Wmic.EXE,,Detects the execution of WMIC in order to get a list of firewall and antivirus products,15434e33-5027-4914-88d5-3d4145ec25a9
Potential Provisioning Registry Key Abuse For Binary Proxy Execution,,"Detects potential abuse of the provisioning registry key for indirect command execution through ""Provlaunch.exe"".",2a4b3e61-9d22-4e4a-b60f-6e8f0cde6f25
Potential Provisioning Registry Key Abuse For Binary Proxy Execution - REG,,"Detects potential abuse of the provisioning registry key for indirect command execution through ""Provlaunch.exe"".",7021255e-5db3-4946-a8b9-0ba7a4644a69
Potential Provlaunch.EXE Binary Proxy Execution Abuse,,"Detects child processes of ""provlaunch.exe"" which might indicate potential abuse to proxy execution.",7f5d1c9a-3e83-48df-95a7-2b98aae6c13c
Potential PsExec Remote Execution,,Detects potential psexec command that initiate execution on a remote systems via common commandline flags used by the utility,ea011323-7045-460b-b2d7-0f7442ea6b38
Potential Python DLL SideLoading,,Detects potential DLL sideloading of Python DLL files.,d36f7c12-14a3-4d48-b6b8-774b9c66f44d
Potential QBot Activity,,Detects potential QBot activity by looking for process executions used previously by QBot,4fcac6eb-0287-4090-8eea-2602e4c20040
Potential Qakbot Registry Activity,,Detects a registry key used by IceID in a campaign that distributes malicious OneNote files,1c8e96cd-2bed-487d-9de0-b46c90cade56
Potential Qakbot Rundll32 Execution,,"Detects specific process tree behavior of a ""rundll32"" execution often linked with potential Qakbot activity.",cf879ffb-793a-4753-9a14-bc8f37cc90df
Potential RCE Exploitation Attempt In NodeJS,,Detects process execution related errors in NodeJS. If the exceptions are caused due to user input then they may suggest an RCE vulnerability.,97661d9d-2beb-4630-b423-68985291a8af
Potential RDP Exploit CVE-2019-0708,,"Detect suspicious error on protocol RDP, potential CVE-2019-0708",aaa5b30d-f418-420b-83a0-299cb6024885
Potential RDP Session Hijacking Activity,,Detects potential RDP Session Hijacking activity on Windows systems,224f140f-3553-4cd1-af78-13d81bf9f7cc
Potential RDP Tunneling Via Plink,,Execution of plink to perform data exfiltration and tunneling,f38ce0b9-5e97-4b47-a211-7dc8d8b871da
Potential RDP Tunneling Via SSH,,Execution of ssh.exe to perform data exfiltration and tunneling through RDP,f7d7ebd5-a016-46e2-9c54-f9932f2d386d
Potential Ransomware Activity Using LegalNotice Message,,"Detect changes to the ""LegalNoticeCaption"" or ""LegalNoticeText"" registry values where the message set contains keywords often used in ransomware ransom messages",8b9606c9-28be-4a38-b146-0e313cc232c1
Potential Ransomware or Unauthorized MBR Tampering Via Bcdedit.EXE,,Detects potential malicious and unauthorized usage of bcdedit.exe,c9fbe8e9-119d-40a6-9b59-dd58a5d84429
Potential Raspberry Robin Aclui Dll SideLoading,,"Detects potential sideloading of malicious ""aclui.dll"" by OleView.This behavior was observed in Raspberry-Robin variants reported by chekpoint research on Feburary 2024.
",0f3a9db2-c17a-480e-a723-d1f1c547ab6a
Potential Raspberry Robin CPL Execution Activity,,"Detects the execution of a "".CPL"" file located in the user temp directory via the Shell32 DLL ""Control_RunDLL"" export function.
This behavior was observed in multiple Raspberry-Robin variants.
",92020b88-9caf-464f-bad8-cd0fb0aa2a81
Potential Raspberry Robin Dot Ending File,,"Detects commandline containing reference to files ending with a ""."" This scheme has been seen used by raspberry-robin",a35c97c8-d9c4-4c89-a3e7-533dc0bcb73a
Potential Rcdll.DLL Sideloading,,Detects potential DLL sideloading of rcdll.dll,6e78b74f-c762-4800-82ad-f66787f10c8a
Potential Recon Activity Using DriverQuery.EXE,,"Detect usage of the ""driverquery"" utility to perform reconnaissance on installed drivers",9fc3072c-dc8f-4bf7-b231-18950000fadd
Potential Recon Activity Via Nltest.EXE,,Detects nltest commands that can be used for information discovery,5cc90652-4cbd-4241-aa3b-4b462fa5a248
Potential Reconnaissance Activity Via GatherNetworkInfo.VBS,,"Detects execution of the built-in script located in ""C:\Windows\System32\gatherNetworkInfo.vbs"". Which can be used to gather information about the target machine",575dce0c-8139-4e30-9295-1ee75969f7fe
Potential Reconnaissance For Cached Credentials Via Cmdkey.EXE,,Detects usage of cmdkey to look for cached credentials on the system,07f8bdc2-c9b3-472a-9817-5a670b872f53
Potential ReflectDebugger Content Execution Via WerFault.EXE,,"Detects execution of ""WerFault.exe"" with the ""-pr"" commandline flag that is used to run files stored in the ReflectDebugger key which could be used to store the path to the malware in order to masquerade the execution flow",fabfb3a7-3ce1-4445-9c7c-3c27f1051cdd
Potential Register_App.Vbs LOLScript Abuse,,"Detects potential abuse of the ""register_app.vbs"" script that is part of the Windows SDK. The script offers the capability to register new VSS/VDS Provider as a COM+ application. Attackers can use this to install malicious DLLs for persistence and execution.",28c8f68b-098d-45af-8d43-8089f3e35403
Potential Registry Persistence Attempt Via DbgManagedDebugger,,"Detects the addition of the ""Debugger"" value to the ""DbgManagedDebugger"" key in order to achieve persistence. Which will get invoked when an application crashes",9827ae57-3802-418f-994b-d5ecf5cd974b
Potential Registry Persistence Attempt Via Windows Telemetry,,"Detects potential persistence behavior using the windows telemetry registry key.
Windows telemetry makes use of the binary CompatTelRunner.exe to run a variety of commands and perform the actual telemetry collections.
This binary was created to be easily extensible, and to that end, it relies on the registry to instruct on which commands to run.
The problem is, it will run any arbitrary command without restriction of location or type.
",73a883d0-0348-4be4-a8d8-51031c2564f8
Potential Regsvr32 Commandline Flag Anomaly,,"Detects a potential command line flag anomaly related to ""regsvr32"" in which the ""/i"" flag is used without the ""/n"" which should be uncommon.",b236190c-1c61-41e9-84b3-3fe03f6d76b0
